equipamento,endereco,tipo_posto,id_tipo_posto,id_distrito,distrito,id_crs,crs,data_hora,indice_fila,status_fila,coronavac,astrazeneca,pfizer,intercambialidade,janssen,influenza,pfizer_ped,corona_ped,id_tb_unidades
AMA/UBS INTEGRADA PARQUE FIGUEIRA GRANDE,"R. DANIEL KLEIN, 211 - PQ FIGUEIRA GRANDE - CEP: 04915-170 - Tel: 5514-6609/ 5894-4788",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:51:09.710,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,409
AMA/UBS INTEGRADA PARQUE SANTO ANTONIO,"R. MANUEL BORDALO PINHEIRO, 100 - PQ SANTO ANTONIO - CEP: 05850-230 - Tel: 5511-4249/ 5816-5546",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:50:19.330,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,410
SALÃO PAROQUIAL N S DE FATIMA,"R.MANUEL DE OLIVEIRA FALCÃO, 95",POSTO VOLANTE,4,81,Jardim São Luis,5,SUL,2022-08-22 16:56:54.543,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1569
UBS BRASÍLIA - MBOI,"R. MAPORÉ, 352 - JD SÃO LUIZ - CEP: 05846-390 - Tel: 5511- 8717",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:54:42.577,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,412
UBS NOVO JARDIM I,"R. PHILIPPE DE VITRY, 282 - JD STA JOSEFINA - CEP: 05819- 080 - Tel: 5892-2134/ 5892-2719",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:53:42.740,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,418
UBS VILA DAS BELEZAS - DR. ALBERTO AMBROSIO,"R. TENENTE ISAIAS BRANCO DE ARAUJO, 101/103 - VL DAS BELEZAS - CEP: 05841-150 - Tel: 5511-4712/ 5816-8519",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:53:48.553,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,419
UBS ZUMBI DOS PALMARES,"R. HUMBERTO DE ALMEIDA, 08 - CHÁCARA SANTANA - CEP: 05831-000 - Tel: 3777-1350 ",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:52:25.047,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,420
UBS DOM LUCIANO BERGAMINI,"ESTRADA DA LIGAÇAO, 1 - MARSILAC - ZONA RURAL - CEP: 04891-360 - Tel: 5978-6394/ 5975-1057",POSTO FIXO,1,82,Marsilac,5,SUL,2022-08-22 14:51:23.140,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,421
UBS JARDIM EMBURA,"ESTRADA BENEDITO SCHUNCK, 08 - JD EMBURA - CEP: 04893- 050 - Tel: 5975-2192",POSTO FIXO,1,82,Marsilac,5,SUL,2022-08-22 16:55:08.410,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,422
UBS MARSILAC,"ESTRADA ENGENHEIRO MARSILAC, 14487 - MARSILAC - CEP: 04891-000 - Tel: 5975-2281",POSTO FIXO,1,82,Marsilac,5,SUL,2022-08-22 15:50:40.440,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,423
UBS INDIANÓPOLIS - SIGMUND FREUD,"AV. CARINAS , 525 - MOEMA - CEP: 04086-011- Tel: 5054- 2851/ 5054-2705",POSTO FIXO,1,83,Moema,5,SUL,2022-08-22 18:46:09.697,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,424
UBS VILA OLIMPIA - MAX PERLMAN,"R. JACQUES FELIX, 499 - VL NOVA CONCEIÇÃO - CEP: 04509- 001 - Tel: 3842-4849/ 3842-5146",POSTO FIXO,1,83,Moema,5,SUL,2022-08-22 18:43:18.523,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,425
MEGA POSTO PARELHEIROS,"Rua Mario Trappe, 100. Jardim Novo Parelheiros ",MEGAPOSTO,3,84,Parelheiros,5,SUL,2022-08-22 16:55:41.960,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,548
UBS COLONIA,"R. NOSSA SENHORA APARECIDA, 342 - COLONIA PAULISTA - CEP: 04892-230 - Tel: 5977-3269",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 16:51:32.590,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,427
UBS JARDIM CAMPINAS,"R. DAS PLEIADES, S/N - JD MARIA AMALIA - CEP: 04858-550 - Tel: 5527-3589/ 5527-2000",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 18:47:09.360,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,428
UBS JARDIM DAS FONTES,"R. MABEL NORMANDO, 122 - JD FONTES - CEP: 04891-000 - Tel: 5975-2538/ 5975-4221",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 17:00:37.880,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,429
UBS JARDIM SANTA FÉ,"R. CONDE DE LANCASTRE, 214 - JD SANTA FÉ - CEP: 04890- 290 - Tel: 5922-3053/ 5921-9504",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 17:01:59.370,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,431
,"AV. DOMENICO LANZETTI, S/N - JD SÃO NORBERTO - CEP: 04884-210 - Tel: 5920-8977",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 17:16:02.017,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,432
UBS JARDIM SILVEIRA,"R. BONIFÁCIO ASIOLI, 162 - JARDIM SILVEIRA - CEP: 04892-040 - Tel: 5921-5294/ 5921-4490",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 16:10:54.040,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,433
UBS RECANTO CAMPO BELO,"R. VIRGINIA MODESTO, 800 - RECANTO CAMPO BELO - CEP: 04880-035 - Tel: 5926-2002/ 5921-8022",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 18:53:02.143,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,436
UBS VILA MARCELO,"R. AMADO BENEDITO VILAS BOAS, 616 - VL MARCELO - CEP: 04866-000 - Tel: 5979-8972",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 17:13:15.030,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,439
UBS VILA ROSCHEL,"R. ALICE BASTIDE, 290 - VL ROSCHEL - CEP: 04891-140 - Tel: 5920-2604",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 16:53:51.840,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,440
AMA/UBS INTEGRADA PARQUE DOROTEIA,"R. DOS ANIQUIS, 3 - JD SANTA TEREZINHA - CEP: 04474-000 - Tel: 5560-0890/ 5672-7444",POSTO FIXO,1,85,Pedreira,5,SUL,2022-08-22 18:55:06.577,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,441
UBS JARDIM APURÁ,"R. DR DARI BARCELOS, 37 - JD APURA - CEP: 04470-170 - Tel: 5673-0001/ 5673-3734",POSTO FIXO,1,85,Pedreira,5,SUL,2022-08-22 17:29:36.750,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,442
UBS LARANJEIRAS,"R. DENIS FURTEL, 108 - LARANJEIRAS - CEP: 04476-145 - Tel: 5673-6180/ 5673-6181",POSTO FIXO,1,85,Pedreira,5,SUL,2022-08-22 18:54:06.133,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,445
UBS MAR PAULISTA,"R. MATSUICHI WADA, 393 - BALNEÁRIO MAR PAULISTA - CEP: 04463-060 - Tel: 5612-5686/ 5616-9406",POSTO FIXO,1,85,Pedreira,5,SUL,2022-08-22 17:07:43.293,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,446
AMA/UBS INTEGRADA PQ BRISTOL,"R. FRANCOIS BUNEL, 194 - PQ BRISTOL - CEP: 04193-310 - Tel: 2331-3089/ 2964-9357",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:50:55.100,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,450
UBS AURELIO MELLONE - JARDIM SÃO SAVÉRIO,"R. ATILIO SELVA, 10 - JD CELESTE - CEP: 04195-060 - Tel: 2331- 2131/ 2331-7586",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:53:52.350,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,451
UBS EDUARDO ROMANO RESCHILIAN,"R. DR LAFAIETE DE SOUZA CAMARGO, 40 - JD CLIMAX - CEP: 04177-380 - Tel: 2335-5319/ 2334-0005",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:45:42.773,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,452
UBS JARDIM SECKLER,"R. CARLOS MAURO, 114 - SÃO JOÃO CLIMACO - CEP: 04240- 150 - Tel: 2946-8532/ 2948-2994",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:51:02.740,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,453
UBS LUIZ ERNESTO MAZZONI,"AV. CARLOS LIVIERO, 566 - VL LIVIERO - CEP: 04186-100 - Tel: 2331-9624/ 2335-8124",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:47:25.360,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,454
UBS MOINHO VELHO II,"R. BELGRADO, 323 - MOINHO VELHO - CEP: 04285-041 - Tel: 2274-1059/ 2062-6416",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:50:46.490,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,455
UBS SACOMÃ,"ESTRADA DAS LAGRIMAS, 1604 - SACOMÃ - CEP: 04232-000 - Tel: 2915-8200/ 2273-3537",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:50:23.377,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,456
UBS VILA ARAPUÃ,"R. COLOMBO FLORENCE, 235 - VL ARAPUA - CEP: 04257-045 - Tel: 2946-6660/ 2969-5339",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:41:17.370,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,457
UBS VILA DAS MERCÊS,"R. NOSSA SENHORA DAS MERCÊS, 1315 - VL DAS MERCÊS - CEP: 04165-001 - Tel: 2946-1443",POSTO FIXO,1,86,Sacomã,5,SUL,2022-08-22 18:44:39.813,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,458
PARQUE SEVERO GOMES,"Rua Pires de Oliveira, 356 - Granja Julieta, São paulo   CEP  04716-010",PARQUES,5,87,Santo Amaro,5,SUL,2022-08-21 17:02:37.670,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1609
SAE DST / AIDS SANTO AMARO,"Rua PADRE JOSÉ DE ANCHIETA, 640 - SANTO AMARO  FONE: 5686-1613",POSTO FIXO,1,87,Santo Amaro,5,SUL,2022-08-22 16:54:15.920,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,541
AE DR. ALEXANDRE KALIL YASBEK - CECI,"Av. Ceci, 2235, Planalto Paulista, CEP 04065-004, F: 2577-5581",POSTO FIXO,1,88,Saúde,5,SUL,2022-08-22 18:49:17.717,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,504
UBS PARQUE IMPERIAL - PROF. MANOEL A. S. SARAGOÇA,"R. MAJOR FREIRE, 510 - VILA MONTE ALEGRE - CEP: 04304110 - Tel: 5594-1532",POSTO FIXO,1,88,Saúde,5,SUL,2022-08-22 18:45:08.800,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,461
UBS PROF. MILTON SANTOS,"AV. CECI, 2249 - PLANALTO PAULISTA - CEP: 04065-004 - Tel: 5581-0426",POSTO FIXO,1,88,Saúde,5,SUL,2022-08-22 18:45:08.113,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,462
UBS VELEIROS,"AV. CLARA MANTELLI, 185 - VELEIROS - CEP: 04771-180 - Tel: 5681-5520/ 5687-0639",POSTO FIXO,1,89,Socorro,5,SUL,2022-08-22 18:53:24.410,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,463
UBS JARDIM DAS PALMAS,"R. FRANCISCO DE SALES, 10 - JD DAS PALMAS - CEP: 05749- 280 - Tel: 5843-8340/ 5843-8460",POSTO FIXO,1,90,Vila Andrade,5,SUL,2022-08-22 18:55:32.563,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,464
UBS SANTA CRUZ,"Rua Santa Cruz, 1.191 - Vila Mariana, CEP 04121-901, F: 4130-3117",POSTO FIXO,1,92,Vila Mariana,5,SUL,2022-08-22 18:45:03.457,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1603
UBS VILA MARIANA,"Rua Pedro de Toledo 309, Vila Mariana, CEP 04039-030, F: 5082-1072",POSTO FIXO,1,92,Vila Mariana,5,SUL,2022-08-22 18:45:25.303,5,NÃO FUNCIONANDO,0,0,0,0,0,0,0,0,1610
UBS BOM RETIRO - DR. OCTAVIO AUGUSTO RODOVALHO,"R. TENENTE PENA, 8 - BOM RETIRO - CEP: 01127-020 - Tel: 3222-0619/ 3224-9903",POSTO FIXO,1,2,Bom Retiro,1,CENTRO,2022-08-22 15:50:54.957,1,SEM FILA,1,1,1,0,1,1,1,1,3
UBS CAMBUCI,"AV. LACERDA FRANCO, 791 - CAMBUCI - CEP: 01536-000 - Tel: 3276-6480/ 3209-3304",POSTO FIXO,1,3,Cambuci,1,CENTRO,2022-08-22 16:00:30.200,1,SEM FILA,1,1,1,0,1,1,1,1,4
UBS BORACEA,"R. BORACEA, 270 - SANTA CECÍLIA - CEP: 01135-010 - Tel: 3392- 1281/ 3392-1882",POSTO FIXO,1,4,Santa Cecília,1,CENTRO,2022-08-22 18:13:01.957,1,SEM FILA,1,1,1,0,1,1,0,0,5
UBS SÉ,"R. FREDERICO ALVARENGA, 259 - PQ DOM PEDRO - CEP: 01020-030 - Tel: 3101-2344/ 3101-3013",POSTO FIXO,1,5,Sé,1,CENTRO,2022-08-22 18:18:22.067,1,SEM FILA,1,1,1,1,1,1,1,1,8
AMA/UBS INTEGRADA VILA ITAPEMA,"R. COSTEIRA, 572 - JD ARISI - CEP: 03573-010 - Tel: 4780-5103/ 2724-6146",POSTO FIXO,1,13,Cidade Líder,2,LESTE,2022-08-22 16:02:21.210,1,SEM FILA,1,1,1,0,0,1,1,1,32
UBS JARDIM SANTA MARIA,"R. EMBIRATAÍ, 201 - JD SANTA MARIA - CEP: 03576-000 - Tel: 2724-7004/ 2727-4160",POSTO FIXO,1,13,Cidade Líder,2,LESTE,2022-08-22 15:55:44.343,1,SEM FILA,1,1,1,0,1,1,1,1,35
UBS CIDADE TIRADENTES I - LUIS MARANHÃO,"AV. DOS TÊXTEIS, 512 - CIDADE TIRADENTES - CEP: 08490-600 - Tel: 4780-5110/ 2282-0250",POSTO FIXO,1,14,Cidade Tiradentes,2,LESTE,2022-08-22 16:00:48.890,1,SEM FILA,1,1,1,0,0,1,1,1,41
UBS DOM ANGELICO,"ESTRADA MANOEL OLIVEIRA RAMOS, 1 - CIDADE TIRADENTES - CEP: 08473-000 - Tel: 2555-3894/ 4780-5062",POSTO FIXO,1,14,Cidade Tiradentes,2,LESTE,2022-08-22 15:55:22.420,1,SEM FILA,1,1,1,1,0,1,1,1,42
UBS GRÁFICOS,"R. FRANCISCO JOSE VIANA, 708 - CIDADE TIRADENTES - CEP: 08471-530 - Tel: 2285-5685/ 4780-5065",POSTO FIXO,1,14,Cidade Tiradentes,2,LESTE,2022-08-22 15:53:13.517,1,SEM FILA,1,1,1,0,1,1,1,1,44
UBS INACIO MONTEIRO,"R. INÁCIO MONTEIRO, 3002 - CIDADE TIRADENTES - CEP: 08490-000 - Tel: 4780-5066/ 2555-6455",POSTO FIXO,1,14,Cidade Tiradentes,2,LESTE,2022-08-22 15:58:00.340,1,SEM FILA,1,1,1,1,0,1,1,1,45
UBS PEDRO DE SOUZA CAMPOS,"R. PAULO BIFANO ALVES, 764 - PQ BOTURUSSU - CEP: 03801- 000 - Tel: 2546-4111/ 2542-0663",POSTO FIXO,1,15,Ermelino Matarazzo,2,LESTE,2022-08-22 15:42:04.967,1,SEM FILA,1,1,1,0,0,1,1,1,53
UBS CDHU PALANQUE,"R. PONTE DA AMIZADE (ALT. AV. RAGUEB CHOHFI, 7208), 2 - JD PALANQUE - CEP: 08375-000 - Tel: 2735-3820",POSTO FIXO,1,17,Iguatemi,2,LESTE,2022-08-22 16:01:19.627,1,SEM FILA,1,1,1,0,1,1,1,1,62
UBS JARDIM ROSELI,"R. SIMÃO NUNES, 31 - JD ROSELI - CEP: 08380-039 - Tel: 2731- 5143",POSTO FIXO,1,17,Iguatemi,2,LESTE,2022-08-22 16:00:27.137,1,SEM FILA,1,1,1,0,1,1,1,1,64
UBS PARQUE BOA ESPERANÇA,"AV. RAGUEB CHOHFI, 3826 - JD AUGUSTO - CEP: 08490-500 - Tel: 2731-6484/ 2731-0669",POSTO FIXO,1,17,Iguatemi,2,LESTE,2022-08-22 15:56:29.410,1,SEM FILA,1,1,1,0,1,1,1,1,65
AMA/UBS INTEGRADA VILA CARMOSINA,"R. IPOPOCA, 61 - ITAQUERA - CEP: 08290-330 - Tel: 2524-7796/ 2521-8544",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 16:52:31.550,1,SEM FILA,1,1,1,0,1,1,1,1,77
UBS URSI CONJUNTO AE CARVALHO,"R. CORRE CORRE, 30 - COHAB AE CARVALHO - CEP: 08225550 - Tel: 4780-5111",POSTO FIXO,1,19,Itaquera,2,LESTE,2022-08-22 15:55:25.310,1,SEM FILA,1,1,1,0,0,1,1,1,79
UBS JARDIM FANGANIELLO,"R. FRANCISCO NUNES CUBAS, 60 - LAJEADO - CEP: 08450-460 - Tel: 4780-5029/ 2557-6698",POSTO FIXO,1,22,Lajeado,2,LESTE,2022-08-22 15:38:36.853,1,SEM FILA,1,1,1,0,0,1,1,1,97
UBS DR. CARLOS OLIVALDO DE SOUZA LOPES MUNIZ - PONTE RASA,"R. JACO BERTILLON, 22 - ALTO DA PONTE RASA - CEP: 03894020 - Tel: 2041-1744/ 2047-3372",POSTO FIXO,1,27,Ponte Rasa,2,LESTE,2022-08-22 15:37:28.613,1,SEM FILA,1,1,1,0,0,1,1,1,116
UBS JARDIM PENHA,"AV. SÃO MIGUEL, 4331 - PONTE RASA - CEP: 03871-000 - Tel: 2546-5867/ 2214-3227",POSTO FIXO,1,27,Ponte Rasa,2,LESTE,2022-08-22 16:19:43.890,1,SEM FILA,1,1,1,0,0,1,1,1,117
UBS JARDIM GUAIRACÁ,"R. ERVA IMPERIAL, 501 - JD GUAIRACÁ - CEP: 03244-030 - Tel: 2115-9644/ 2301-1339",POSTO FIXO,1,28,São Lucas,2,LESTE,2022-08-22 15:55:24.420,1,SEM FILA,1,1,1,0,1,1,1,1,120
UBS VILA HELOISA,"R. AIRES QUARESMA, 11 - VILA HELOISA - CEP: 03286-095 - Tel: 2302-2347/ 2910-4068",POSTO FIXO,1,28,São Lucas,2,LESTE,2022-08-22 15:50:22.937,1,SEM FILA,1,1,1,0,1,1,1,1,124
SAE DST/AIDS SAO MATEUS,"AV. MATEO BEI, 838 - SÃO MATEUS - CEP 03943000 - Tel: 29190697 / 20117077",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 16:00:29.467,1,SEM FILA,1,1,1,0,1,1,0,0,498
UBS JARDIM IV CENTENÁRIO,"R. CAMPO FLORIDO, 482 - JD IMPERADOR - CEP: 03940-060 - Tel: 2721-4249/ 2726-0174",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 16:00:28.810,1,SEM FILA,1,1,1,0,1,1,1,1,128
UBS JARDIM NOVE DE JULHO,"R. SIBALDO LINS, 146 - JD NOVE DE JULHO - CEP: 03953-100 - Tel: 2919-0200/ 2011-9815",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 15:59:36.380,1,SEM FILA,1,1,1,1,0,1,1,1,129
UBS JARDIM PARAGUAÇU - DR. GONÇALO FELICIANO ALVES,"R. TAIOBEIRAS, 125 - JD PARAGUACU - CEP: 03941-060 - Tel: 2727-0484",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 16:00:09.947,1,SEM FILA,1,1,1,0,1,1,1,1,130
UBS JARDIM TIETE II,"R. AUGUSTO FERREIRA RAMOS, 9 - JD TIETÊ - CEP: 03947-030 - Tel: 2017-0093/ 2919-5248",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 15:58:14.703,1,SEM FILA,1,1,1,0,1,1,1,1,131
UBS SAO MATEUS - NAIR ALVES DE REZENDE NORIMBENI,"R. ANGELO DE CANDIA, 1058 - SÃO MATEUS - CEP: 03958-000 - Tel: 2919-1717",POSTO FIXO,1,29,São Mateus,2,LESTE,2022-08-22 15:59:21.147,1,SEM FILA,1,1,1,0,1,1,1,1,132
UBS CIDADE NOVA SÃO MIGUEL,"AV. MOHAMAD IBRAHIN SALEH, 902 - SÃO MIGUEL PAULISTA - CEP: 08042-290 - Tel: 2051-3560",POSTO FIXO,1,30,São Miguel,2,LESTE,2022-08-22 15:57:48.590,1,SEM FILA,1,1,1,0,0,1,1,1,133
UBS PAULO FELDMAN - NITRO OPERÁRIA,"R. CUMARU, 14 - SÃO MIGUEL PAULISTA - CEP: 08010-380 - Tel: 2956-6923",POSTO FIXO,1,30,São Miguel,2,LESTE,2022-08-22 16:00:08.870,1,SEM FILA,1,1,1,1,1,1,1,1,135
UBS VILA PROGRESSO,"R. REAL HORTO, 115 - VL PROGRESSO - CEP: 08245-260 - Tel: 2035-2488",POSTO FIXO,1,30,São Miguel,2,LESTE,2022-08-22 16:00:36.873,1,SEM FILA,1,1,1,0,0,1,1,1,136
AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ,"R. MIGUEL FERREIRA DE MELO, 497 - JD SANTO ANDRÉ - CEP: 08390-000 - Tel: 2751-4339/ 2253-8623",POSTO FIXO,1,31,São Rafael,2,LESTE,2022-08-22 16:00:26.607,1,SEM FILA,1,1,1,0,1,1,1,1,137
UBS RIO CLARO,"R. CINIRA POLÔNIO, 33 - JD RIO CLARO - CEP: 08395-320 - Tel: 2253-4307/ 2751-5112",POSTO FIXO,1,31,São Rafael,2,LESTE,2022-08-22 15:56:25.393,1,SEM FILA,1,1,1,0,0,1,1,1,143
AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA,"R. BATISTA FERGUSIO, 1016 - VL CARDOSO FRANCO - CEP: 03978-180 - Tel: 2704-3491/ 2704-8997",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 15:55:17.013,1,SEM FILA,1,1,1,0,1,1,1,1,144
UBS JARDIM SINHA,"R. JIM CLARK, 10 - JARDIM SINHA - CEP: 03923-165 - Tel: 2721- 3798/ 2722-6823",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 15:51:21.147,1,SEM FILA,1,1,1,0,1,1,1,1,152
UBS MASCARENHAS DE MORAES,"R. SARG. EDGAR LOURENÇO PINTO, 116 - CJ. MAL. MASCARENHAS DE MORAES - CEP: 03977-180 - Tel: 2919-1120/ 2014-1904",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 15:56:09.330,1,SEM FILA,1,1,1,0,1,1,1,1,153
UBS PASTORAL,"R. BOLEADEIRAS, 127 - PQ SANTA MADALENA - CEP: 03980-120 - Tel: 2702-5889/ 2702-5888",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 15:57:18.883,1,SEM FILA,1,0,1,0,0,0,1,1,154
UBS PRO MORAR,"R. GIOVANNI NASCO, 535 - CONJ HABITACIONAL TEOTONIO VILELA - CEP: 03928090 - Tel: 2036-1448",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 15:54:35.430,1,SEM FILA,1,1,1,0,1,1,1,1,155
UBS VILA RENATO,"R. BERNARDINO FERRAZ, 54 - VL RENATO - CEP: 03978-210 - Tel: 2703-0947/ 2703-0970",POSTO FIXO,1,32,Sapopemba,2,LESTE,2022-08-22 15:59:07.177,1,SEM FILA,1,1,1,1,1,1,1,1,159
,"ESTRADA DOM JOAO NERY, 3462 - JD NAZARE - CEP: 08151- 000 - Tel: 2566-3624/ 4780-5089",POSTO FIXO,1,34,Vila Curuçá,2,LESTE,2022-08-22 15:50:23.250,1,SEM FILA,1,1,1,0,1,1,1,1,161
UBS JARAGUÁ,"R. DOMINGUES VIDIGAL, 97 - VL CURUÇÁ - CEP: 08160-350 - Tel: 4780-5041/ 2061-8076",POSTO FIXO,1,34,Vila Curuçá,2,LESTE,2022-08-22 15:51:13.300,1,SEM FILA,1,1,1,0,1,1,1,1,162
UBS PARQUE SANTA RITA,"R. JOSÉ PESSOTA, 80 - PQ SANTA RITA - CEP: 08150-020 - Tel: 4780-5043/ 2513-7109",POSTO FIXO,1,34,Vila Curuçá,2,LESTE,2022-08-22 15:56:22.003,1,SEM FILA,1,1,1,0,0,1,1,1,166
AMA/UBS INTEGRADA SÍTIO DA CASA PINTADA,"AV. MARIA SANTANA, 1069 - SÃO MIGUEL PAULISTA - CEP: 08040-450 - Tel: 2053-0800/ 2052-6755",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 15:52:26.997,1,SEM FILA,1,1,1,0,0,1,1,1,173
UBS CIDADE PEDRO JOSÉ NUNES,"R. JOSÉ BARGAS, 143 - JD PEDRO JOSE NUNES - CEP: 08061- 020 - Tel: 2297-5453/ 2956-5492",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 15:53:37.910,1,SEM FILA,1,1,1,0,0,1,1,1,174
UBS JARDIM SAO CARLOS,"AV. CESAR AUGUSTO ROMARO, 500 - VILA NORMA - CEP: 08062000 - Tel: 4810-0660",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 15:54:31.117,1,SEM FILA,1,1,1,0,0,1,1,1,176
UBS VILA JACUÍ,"R. EDIPO FELICIANO, 165 - VL JACUÍ - CEP: 08060-220 - Tel: 2297-8709/ 2297-8422",POSTO FIXO,1,36,Vila Jacuí,2,LESTE,2022-08-22 18:10:25.037,1,SEM FILA,1,1,1,1,0,1,1,1,180
UBS VILA PRUDENTE,"PRAÇA DO CENTENÁRIO DE VILA PRUDENTE - VEIGA CABRAL, 108 - VL PRUDENTE - CEP: 03132-050 - Tel: 2272-5763/ 2062-3975",POSTO FIXO,1,38,Vila Prudente,2,LESTE,2022-08-22 15:55:22.187,1,SEM FILA,1,1,1,0,1,1,1,1,188
AMA/UBS INTEGRADA JARDIM PAULISTANO," UBS: R. ENCRUZILHADA DO SUL, 940. JD PAULISTANO. 02816-010",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 15:56:40.177,1,SEM FILA,1,1,1,1,1,1,1,1,195
UBS AUGUSTO LEOPOLDO AYROSA GALVÃO,"R. JOAQUINA MARIA DOS SANTOS, 198 - VL RICA - CEP: 02860- 110 - Tel: 3851-8235/ 3983-0900",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 13:14:32.553,1,SEM FILA,1,1,1,1,1,1,1,1,196
